style;color;name;image_url;description;season
EQBZT04953;KTP0;HORIZON FADE SS (KTP0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";261
EQYJV04217;BJK1;STRETCH PRINTED (BJK1);;"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQYAA04063;KVJ8;THEEVERYDAILY (KVJ8);;"__Fabric:__ Recycled Polyester [600D], Corduroy, Cotton Canvas
__Pockets:__ External Zip Coin Pocket
Inside Card Slots
Woven Label
__Size:__ Small [10.7 x 7.5 cm]
Medium [12.5 x 9.1 cm]
Large [13.7 x 9.2 cm]";261
AQYAA03358;KVJ7;Freshness (KVJ7);;"__Fabric:__ PU leather, nylon internal
Internal coin pocket
ID window card
Card slots
Printed artwork
Metal badge
Internal embossed logos
__Size:__ Medium - 4.1"" W x 3.3"" H / 10.5cm W x 8.5cm H.";261
EQBZT04953;WBB0;HORIZON FADE SS (WBB0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";261
EQBFB03174;RQZ0;EASYDAJOGSHORTY (RQZ0);;"__Fabric:__ Cotton polyester blend french terry fabric [280 g/m2]
__Fit:__ Regular fit
__Waist:__ Elasticated waistband
__Closure:__ Drawcord closure
__Pockets:__ Side seam pockets
Back patch pocket
__Branding:__ Quiksilver branding embroidery
Quiksilver recycled woven label pack";261
EQKFB03125;KTP0;EASYDAJOGSHRTBO (KTP0);;"__Fabric:__ Cotton, polyester blend French Terry [280 g/m2]
__Fit:__ Easy straight fit
__Waist:__ Elasticated waistband with drawcord
Patch pocket on back
Front pocket in the side seams
Quiksilver print on left leg
Branded lettering label at top right corner of back patched pocket";261
EQYAA03912;BRQ0;TheJam5 (BRQ0);;"__Fabric:__ Polyester
__Buckle:__ Embossed Logo Metal Closure
__Strap:__ Adjustable, Reversible
Metal Embossed Tip
Bottle Opener
Adjustable Size
__Size:__ Length 42"" / 106.5cm
Width 1.5"" / 3.8cm";261
AQYAA03358;BRQ0;Freshness (BRQ0);;"__Fabric:__ PU leather, nylon internal
Internal coin pocket
ID window card
Card slots
Printed artwork
Metal badge
Internal embossed logos
__Size:__ Medium - 4.1"" W x 3.3"" H / 10.5cm W x 8.5cm H.";261
EQBFB03174;CMK0;EASYDAJOGSHORTY (CMK0);;"__Fabric:__ Cotton polyester blend french terry fabric [280 g/m2]
__Fit:__ Regular fit
__Waist:__ Elasticated waistband
__Closure:__ Drawcord closure
__Pockets:__ Side seam pockets
Back patch pocket
__Branding:__ Quiksilver branding embroidery
Quiksilver recycled woven label pack";261
EQBZT04959;KTP0;HERITAGE TANK (KTP0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest";261
EQKFB03125;CMK0;EASYDAJOGSHRTBO (CMK0);;"__Fabric:__ Cotton, polyester blend French Terry [280 g/m2]
__Fit:__ Easy straight fit
__Waist:__ Elasticated waistband with drawcord
Patch pocket on back
Front pocket in the side seams
Quiksilver print on left leg
Branded lettering label at top right corner of back patched pocket";261
EQBZT04953;BLC0;HORIZON FADE SS (BLC0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";261
EQBFB03174;GNZ0;EASYDAJOGSHORTY (GNZ0);;"__Fabric:__ Cotton polyester blend french terry fabric [280 g/m2]
__Fit:__ Regular fit
__Waist:__ Elasticated waistband
__Closure:__ Drawcord closure
__Pockets:__ Side seam pockets
Back patch pocket
__Branding:__ Quiksilver branding embroidery
Quiksilver recycled woven label pack";261
EQYZT08182;GNZ0;EV COMP LOGO (GNZ0);;"__Fabric:__ Cotton Recycled Cotton Jersey fabric
Regular fit
Crew neck
Screen print on chest
Quiksilver woven label at sleeve.";261
EQYZT08285;BGA0;EV BARREL PARAD (BGA0);;"__Fabric:__ Lightweight cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";261
EQYZT08285;MKT0;EV BARREL PARAD (MKT0);;"__Fabric:__ Lightweight cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";261
EQYZT08285;KTA0;EV BARREL PARAD (KTA0);;"__Fabric:__ Lightweight cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";261
EQKFT03408;WBS0;KNOWLEDGE AERA (WBS0);;"__Fabric:__ Organic cotton, recycled polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Colour blocked design
Art on chest
Quiksilver recycled woven label pack";261
EQYZT08284;WBK0;EV STARFISH STA (WBK0);;"__Fabric:__ Lightweight cotton jersey fabric [160 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";261
EQBZT04897;BJK0;EV COMP LOGO YT (BJK0);;"__Fabric:__ Cotton Jersey, [160 g/m2]
__Fit:__ Regular Fit
__Neck:__ Crew Neck
Screen Print on Chest
Quiksilver Label at Sleeve Hem";261
EQYBS04914;BLC0;OG VIBES (BLC0);;"__Use:__ Surfing, Beach
BENEFITS
Durable. Strong. Quick-drying. The original look nylon re-issued
MADE BETTER
Made with 90% recycled polyester fibres from textile waste.
PFC Free durable water repellent treatment
__Fabric:__ Heavy Twill Fabric, Recycled Nylon [165 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
Fixed waist
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Hook and loop tape closure
Back pocket with flap
Iconic Original Bubble logo
Contrast taping on side seams
Key bungee cord inside pocket";261
EQYJV04219;GRT6;EVERYDAY PT (GRT6);;"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 15"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQYZT08204;BGA0;SALT WATER (BGA0);;"__Fabric:__ Organic Cotton fabric [160 g/m2]
__Fit:__ Comfort fit
__Neck:__ Crew neck
Rib 1x1 at collar
Chest embroidery
Heavy wash for a vintage look
Quiksilver recycled label pack";261
EQYBS04914;CRE0;OG VIBES (CRE0);;"__Use:__ Surfing, Beach
BENEFITS
Durable. Strong. Quick-drying. The original look nylon re-issued
MADE BETTER
Made with 90% recycled polyester fibres from textile waste.
PFC Free durable water repellent treatment
__Fabric:__ Heavy Twill Fabric, Recycled Nylon [165 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
Fixed waist
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Hook and loop tape closure
Back pocket with flap
Iconic Original Bubble logo
Contrast taping on side seams
Key bungee cord inside pocket";261
EQYBS04921;KTP6;SURFSILK CARGO (KTP6);;"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Scallop leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQYZT08204;MKT0;SALT WATER (MKT0);;"__Fabric:__ Organic Cotton fabric [160 g/m2]
__Fit:__ Comfort fit
__Neck:__ Crew neck
Rib 1x1 at collar
Chest embroidery
Heavy wash for a vintage look
Quiksilver recycled label pack";261
EQYZT08298;KVJ0;STRUCTURED FLOW (KVJ0);;"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";261
EQYZT08204;GNZ0;SALT WATER (GNZ0);;"__Fabric:__ Organic Cotton fabric [160 g/m2]
__Fit:__ Comfort fit
__Neck:__ Crew neck
Rib 1x1 at collar
Chest embroidery
Heavy wash for a vintage look
Quiksilver recycled label pack";261
EQYBS04921;KVJ7;SURFSILK CARGO (KVJ7);;"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Scallop leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQYZT08298;SZH0;STRUCTURED FLOW (SZH0);;"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";261
EQYBS04921;KTP7;SURFSILK CARGO (KTP7);;"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Scallop leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQYWT04628;RQZ0;SUNRISE (RQZ0);;"__Collection:__ Lifestyle collection
__Fabric:__ 55% Organic cotton 45% true hemp blend fabric [140 g/m2]
__Dye/Wash:__ Softener wash and natural dye
__Fit:__ Comfort fit
__Neck:__ Collar neck
__Sleeves:__ Short sleeves
__Closure:__ Camp button closure
__Branding:__ Recycled Quiksilver label pack
__Other Features:__ Straight hem with side vents
Made Better";261
EQBZT04954;CMK0;EV CORPO CLASSI (CMK0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";261
EQBZT04954;BLC0;EV CORPO CLASSI (BLC0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";261
EQBZT04954;KTP0;EV CORPO CLASSI (KTP0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";261
EQKZT03578;KVJ0;COSMIC CHARACTE (KVJ0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";261
EQYBS04917;KVJ0;HIGHLINE PRO (KVJ0);;"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide 
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
No Inseam, laser cut hem finish
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Engineered grip gel print
Webbing keychain loop above back pocket
Key bungee cord inside pocket";261
EQBFT03982;BGA0;GRAPHIC HOODIE (BGA0);;"__Fabric:__ Cotton, polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Kangaroo pouch pocket
Rib knit cuffs and hem
Hood with drawcord
Art on chest and back
Quiksilver recycled woven label pack";261
EQKZT03578;RQZ0;COSMIC CHARACTE (RQZ0);;"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";261
EQYJV04215;KVJ0;MERCURY (KVJ0);;"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [118 g/m2]
FEATURES
__Fit:__ Baggy fit for an oversized look
Curved side panels with piping
Modern style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 20"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Quiksilver old-English wordmark and Mercury trident patch";261
EQYBS04930;SZH6;HIGHLINE PT (SZH6);;"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQKFT03410;BGA0;GRAPHIC HOODIE (BGA0);;"__Fabric:__ Cotton polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Art on chest
Quiksilver recycled woven label pack

";261
EQBFT03976;SJSH;KNOWLEDGE AREA (SJSH);;"__Fabric:__ Organic cotton, recycled polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Colour blocked design
Art on chest
Quiksilver recycled woven label pack";261
EQKFB03126;BLC0;KNOWLEDGE AERA (BLC0);;"__Fabric:__ Cotton, polyester blend French Terry [280 g/m2]
__Fit:__ Easy straight fit
__Waist:__ Elasticated waistband with drawcord
Patch pocket on back
Front pocket in the side seams
Quiksilver print on left leg
Branded lettering label at top right corner of back patched pocket";261
EQYZT08295;GRT0;QUIKGLOBE (GRT0);;"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";261
EQKFB03126;RQZ0;KNOWLEDGE AERA (RQZ0);;"__Fabric:__ Cotton, polyester blend French Terry [280 g/m2]
__Fit:__ Easy straight fit
__Waist:__ Elasticated waistband with drawcord
Patch pocket on back
Front pocket in the side seams
Quiksilver print on left leg
Branded lettering label at top right corner of back patched pocket";261
EQYZT08295;WBB0;QUIKGLOBE (WBB0);;"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";261
EQYFT05206;GNZ0;NEW ICONIC (GNZ0);;"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [370 g/m2]
Brushed inside for softness
__Fit:__ Oversized fit
Rib knit cuffs and bottom hem
Art print HD on chest
Quiksilver recycled woven label pack";261
EQYZT08295;KVJ0;QUIKGLOBE (KVJ0);;"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";261
EQYJK04213;KTP0;WINDBREAKER (KTP0);;"__Use:__ Everyday Adventure
BENEFITS
Quiksilver DryFlight¨ Technology protects you from the wind and water
MADE BETTER
PFC Free durable water repellent treatment
__Fabric:__ Nylon [90 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Lining:__ Mesh lining placed in key areas for better breathability
__Hood:__ Fixed hood with drawcord adjustment
Front zip-up closure
__Pockets:__ 2 hand pockets
Ventilation on back yoke
Elasticated cuffs
Hem with adjustable elasticated drawcord";261
EQYFT05206;BYC0;NEW ICONIC (BYC0);;"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [370 g/m2]
Brushed inside for softness
__Fit:__ Oversized fit
Rib knit cuffs and bottom hem
Art print HD on chest
Quiksilver recycled woven label pack";261
EQBJV03542;KVJ0;EVD MALIBU (KVJ0);;"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Screen printed wordmark on left leg";261
EQBJV03542;GEM0;EVD MALIBU (GEM0);;"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Screen printed wordmark on left leg";261
EQBJV03542;BLC0;EVD MALIBU (BLC0);;"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Screen printed wordmark on left leg";261
EQBWT03416;KVJ6;MERCURY TUBES (KVJ6);;"__Fabric:__ Viscose [132 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Closure/Neck:__ Regular button closure with camp collar
Straight hem
Quiksilver Mercury all-over print
Chest pocket
__Wash:__ Garment wash with soft hand-feel
QS Mercury woven label on chest pocket";261
EQYJV04211;BQV0;PIPED VL (BQV0);;"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";261
EQYJK04217;BRQ0;SHAPER PAD UN (BRQ0);;"BENEFITS
MADE BETTER
__Fabric:__ Cotton [410 g/m2]
FEATURES
__Fit:__ Comfort fit, slightly wider for more comfort
__Lining:__ Cotton flanel
Front zip
__Pockets:__ 2 hand pockets
1 zip-up chest pocket";261
EQYJV04211;KVJ0;PIPED VL (KVJ0);;"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";261
EQYJV04211;KTP0;PIPED VL (KTP0);;"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";261
EQYJV04211;CRE0;PIPED VL (CRE0);;"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";261
EQBZT04950;BLC0;FUNDAMENTAL RID (BLC0);;"__Fabric:__ Cotton, recycled cotton blend jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest and back
Quiksilver woven label on sleeve";261
EQYJV04217;KVJ7;STRETCH PRINTED (KVJ7);;"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQBFT03976;BLC0;KNOWLEDGE AREA (BLC0);;"__Fabric:__ Organic cotton, recycled polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Colour blocked design
Art on chest
Quiksilver recycled woven label pack";261
EQBFT03973;KVJ0;MERCURY TRIDENT (KVJ0);;"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Crew neckline with rib knit
Soft hand-feel screen print and embroidery
Quiksilver woven label in side seam

";261
EQYFT05191;KVJ0;MERCURY TRIDENT (KVJ0);;"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Pop over hood
Hood with drawcord
Contrast colour sleeve and back panel
Kangaroo pocket
Soft hand-feel screen print
Quiksilver woven label in side seam

";261
EQYBS04926;CRE6;SURFSILK HOLMES (CRE6);;"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQYFT05190;PTH0;MERCURY TRIDENT (PTH0);;"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Crew neckline with rib knit
Soft hand-feel screen print and embroidery
Quiksilver woven label in side seam

";261
EQYBS04926;KVJ6;SURFSILK HOLMES (KVJ6);;"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";261
EQBBS03732;KVJ0;SURFSILK CLICKE (KVJ0);;"__Coating:__ PFC-Free Hydrophobic Treatment
__Fabric:__ Remade Surfsilk: Tough On The Outside
Soft On The Inside
__Fit:__ Straight Leg Fit: Timeless Style
__Outseams:__ 17"" Outseam
__Waist And Closure:__ Fixed Waist
Drawcord Closure
__Fly:__ Performance Fly
__Zips And Pockets:__ Back Pocket With Flap
Hook and loop tape Closure
__Additional Details:__ Iconic Mountain And Wave Logo
Key Bungee Cord Inside Pocket
Recycled Yarn";261
EQYWT04684;MKT0;DRUMFINS (MKT0);;"__Fabric:__ Cotton fabric [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
Pleat on back
Chest pocket
Recycled Quiksilver label pack";261
